node_id	cluster_id	degree
1146	bucket_0	13
1147	bucket_6	21
1148	bucket_5	132
1149	bucket_7	19
1150	bucket_8	22
1151	bucket_0	25
1152	bucket_11	7
1153	bucket_0	26
1154	bucket_3	25
1155	bucket_5	3
1156	bucket_11	2
1157	bucket_0	28
1158	bucket_0	18
1159	bucket_10	29
1160	bucket_5	119
1161	bucket_5	1
1162	bucket_1	20
1163	bucket_5	36
1164	bucket_5	64
1165	bucket_4	1
1166	bucket_0	27
1167	bucket_0	26
1168	bucket_0	19
1169	bucket_0	28
1170	bucket_5	3
1171	bucket_0	26
1172	bucket_3	21
1173	bucket_5	221
1174	bucket_5	6
1175	bucket_7	13
1176	bucket_11	4
1177	bucket_5	69
1178	bucket_5	7
1179	bucket_4	1
1180	bucket_0	21
1181	bucket_5	0
1182	bucket_0	16
1183	bucket_11	3
1184	bucket_11	0
1185	bucket_5	37
1186	bucket_11	2
1187	bucket_3	16
1188	bucket_0	28
1189	bucket_9	26
1190	bucket_5	15
1191	bucket_0	27
1192	bucket_4	3
1193	bucket_0	12
1194	bucket_11	1
1195	bucket_8	19
1196	bucket_5	10
1197	bucket_5	81
1198	bucket_8	24
1199	bucket_6	21
1200	bucket_0	20
1201	bucket_0	24
1202	bucket_5	5
1203	bucket_5	4
1204	bucket_5	57
1205	bucket_1	30
1206	bucket_11	3
1207	bucket_4	2
1208	bucket_0	19
1209	bucket_11	5
1210	bucket_11	5
1211	bucket_11	3
1212	bucket_5	2
1213	bucket_11	4
1214	bucket_0	23
1215	bucket_0	1
1216	bucket_0	29
1217	bucket_0	18
1218	bucket_0	25
1219	bucket_5	170
1220	bucket_11	2
1221	bucket_0	20
1222	bucket_0	17
1223	bucket_1	20
1224	bucket_19	18
1225	bucket_4	8
1226	bucket_11	3
1227	bucket_5	2
1228	bucket_0	22
1229	bucket_11	2
1230	bucket_11	2
1231	bucket_5	7
1232	bucket_5	3
1233	bucket_0	29
1234	bucket_4	6
1235	bucket_0	25
1236	bucket_5	16
1237	bucket_0	24
1238	bucket_5	54
1239	bucket_5	13
1240	bucket_0	23
1241	bucket_9	20
1242	bucket_11	1
1243	bucket_0	20
1244	bucket_0	10
1245	bucket_5	12
1246	bucket_0	26
1247	bucket_17	22
1248	bucket_0	28
1249	bucket_5	114
1250	bucket_0	24
1251	bucket_0	19
1252	bucket_0	22
1253	bucket_0	19
1254	bucket_5	6
1255	bucket_8	23
1256	bucket_11	2
1257	bucket_5	2
1258	bucket_0	15
1259	bucket_5	1
1260	bucket_7	40
1261	bucket_0	20
1262	bucket_0	73
1263	bucket_10	90
1264	bucket_10	87
1265	bucket_0	76
1266	bucket_0	90
1267	bucket_7	88
1268	bucket_0	49
1269	bucket_6	75
1270	bucket_6	61
1271	bucket_0	82
1272	bucket_0	34
1273	bucket_0	51
1274	bucket_0	105
1275	bucket_21	22
1276	bucket_0	44
1277	bucket_1	32
1278	bucket_3	37
1279	bucket_0	14
1280	bucket_1	39
1281	bucket_0	34
1282	bucket_0	56
1283	bucket_8	68
1284	bucket_0	47
1285	bucket_0	46
1286	bucket_11	3
1287	bucket_14	52
1288	bucket_6	69
1289	bucket_21	43
1290	bucket_0	35
1291	bucket_0	61
1292	bucket_7	40
1293	bucket_0	34
1294	bucket_6	58
1295	bucket_0	93
1296	bucket_1	46
1297	bucket_0	66
1298	bucket_0	33
1299	bucket_6	54
1300	bucket_9	45
1301	bucket_8	43
1302	bucket_0	48
